,index,artist,gender,age,type,country,city_1,district_1,city_2,district_2,city_3,district_3
1465,1465,Reto,male,25,person,PL,n/a,n/a,Piastów,n/a,,
1466,1466,Clau,female,24,person,BR,n/a,n/a,n/a,n/a,,
1467,1467,CortesiaDaCasa,,0,,,,,,,,
1468,1468,SHAUN,male,0,person,CL,n/a,n/a,,,,
1469,1469,Ivete Sangalo,female,48,person,BR,n/a,n/a,Juazeiro,n/a,,
1470,1470,Namika,female,28,person,DE,n/a,n/a,Frankfurt am Main,n/a,,
1471,1471,Alex Aiono,male,0,person,,,,,,,
1472,1472,Alta Consigna,mixed,0,group,MX,n/a,n/a,,,,
1473,1473,Hamza,male,26,person,BE,n/a,n/a,Brussels,n/a,,
1474,1474,Travie McCoy,male,38,person,US,n/a,n/a,Geneva,n/a,,
1475,1475,Gryffin,male,32,person,,New York,n/a,San Francisco,n/a,,
1476,1476,Fergie,female,45,person,,Los Angeles,n/a,Hacienda Heights,n/a,,
1477,1477,DeJ Loaf,female,29,person,,Detroit,n/a,Warren,n/a,,
1478,1478,VASSY,female,17,person,,n/a,n/a,,,,
1479,1479,Madden,male,0,person,,Oslo,n/a,,,,
1480,1480,Vitaa,female,37,person,FR,n/a,n/a,Mulhouse,n/a,,
1481,1481,G Herbo,male,25,person,US,n/a,n/a,Chicago,n/a,,
1482,1482,Marciano Cantero,male,59,person,AR,n/a,n/a,,,,
1483,1483,Larry,male,75,person,CA,n/a,n/a,,,,
1484,1484,The Beatles,mixed,63,group,GB,n/a,n/a,Liverpool,n/a,,
1485,1485,ALLMO$T,mixed,4,group,PH,n/a,n/a,n/a,n/a,,
1486,1486,Masaki Suda,male,27,person,JP,n/a,n/a,Minoh,n/a,,
1487,1487,Michael Pangilinan,male,24,person,PH,n/a,n/a,n/a,n/a,,
1488,1488,Alfredo Olivas,male,0,person,MX,n/a,n/a,,,,
1489,1489,Feder,male,0,person,FR,n/a,n/a,n/a,n/a,,
1490,1490,Maffio,male,34,person,DO,n/a,n/a,n/a,n/a,,
1491,1491,GTA,mixed,0,group,US,n/a,n/a,,,,
1492,1492,Otsochodzi,male,24,person,PL,n/a,n/a,,,,
1493,1493,Gloria Groove,female,0,person,BR,n/a,n/a,São Paulo,n/a,,
1494,1494,Los Plebes del Rancho de Ariel Camacho,mixed,0,group,MX,n/a,n/a,,,,
1495,1495,MoTrip,male,32,person,DE,n/a,n/a,Beirut,n/a,,
1496,1496,Claudia Leitte,female,40,person,BR,n/a,n/a,São Gonçalo,n/a,,
1497,1497,Jimilian,male,22,person,DK,n/a,n/a,,,,
1498,1498,Gustavo Cerati,male,55,person,AR,n/a,n/a,Buenos Aires,n/a,Buenos Aires,n/a
1499,1499,Aldair Playboy,male,0,person,,João Pessoa,n/a,,,,
1500,1500,Sigrid,female,23,person,NO,n/a,n/a,n/a,n/a,,
1501,1501,Panteon Rococo,mixed,25,group,MX,n/a,n/a,,,,
1502,1502,Shahid Kapoor,male,39,person,IN,n/a,n/a,New Delhi,n/a,,
1503,1503,Ruben,,0,,,,,,,,
1504,1504,Kiara Advani,female,57,person,VE,n/a,n/a,,,,
1505,1505,Brett Young,male,39,person,US,n/a,n/a,Anaheim,n/a,,
1506,1506,Darin,male,33,person,SE,n/a,n/a,Stockholm,n/a,,
1507,1507,AnnenMayKantereit,mixed,9,group,DE,n/a,n/a,Cologne,n/a,,
1508,1508,Bryn Christopher,male,35,person,GB,n/a,n/a,Birmingham,n/a,,
1509,1509,Stephanie Poetri,female,20,person,ID,n/a,n/a,n/a,n/a,,
1510,1510,Bhavi,male,22,person,BE,n/a,n/a,Brussels,n/a,,
1511,1511,Hearts & Colors,,0,,,,,,,,
1512,1512,Skizzy Mars,male,27,person,US,n/a,n/a,,,,
1513,1513,Frah Quintale,male,31,person,IT,n/a,n/a,,,,
1514,1514,Nause,mixed,12,group,SE,n/a,n/a,Stockholm,n/a,,
1515,1515,Sa4,male,0,person,,Hamburg,n/a,,,,
1516,1516,F1rstman,male,28,person,NL,n/a,n/a,Lahore,n/a,,
1517,1517,Yungen,male,28,person,GB,n/a,n/a,n/a,Herne Hill,,
1518,1518,Joakim Lundell,male,34,person,SE,n/a,n/a,n/a,n/a,,
1519,1519,IRO,,0,,,,,,,,
1520,1520,Rixton,mixed,0,group,,,,,,,
1521,1521,Tjuvjakt,mixed,0,group,SE,n/a,n/a,,,,
1522,1522,Abel Pintos,male,36,person,AR,n/a,n/a,Bahía Blanca,n/a,,
1523,1523,Backstreet Boys,mixed,27,group,US,n/a,n/a,Orlando,n/a,,
1524,1524,Kurdo,male,31,person,DE,n/a,n/a,Heidelberg,n/a,,
1525,1525,El Bebeto,male,0,person,,n/a,n/a,,,,
1526,1526,Kool Savas,male,45,person,DE,n/a,n/a,Aachen,n/a,,
1527,1527,Robin Packalen,male,21,person,FI,n/a,n/a,Turku,n/a,,
1528,1528,The Neighbourhood,mixed,8,group,US,n/a,n/a,Newbury Park,n/a,,
1529,1529,LouiVos,,0,,,,,,,,
1530,1530,THEY.,mixed,0,group,,,,,,,
1531,1531,Kalash Criminel,male,0,person,,Sevran,n/a,,,,
1532,1532,Ellinoora,female,26,person,FI,n/a,n/a,Oulu,n/a,,
1533,1533,Yuridia,female,33,person,MX,n/a,n/a,Hermosillo,n/a,,
1534,1534,MIST,mixed,0,group,GB,n/a,n/a,,,,
1535,1535,Steel Banglez,male,0,person,GB,n/a,n/a,,,,
1536,1536,Hatik,male,0,person,,Guyancourt,n/a,,,,
1537,1537,Mila,female,41,person,BD,n/a,n/a,,,,
1538,1538,Bas,male,33,person,US,n/a,n/a,Paris,n/a,,
1539,1539,Winona Oak,female,25,person,,,,n/a,n/a,,
1540,1540,Thantri,,0,,,,,,,,
1541,1541,Flow G,male,0,person,PH,n/a,n/a,n/a,n/a,,
1542,1542,Zonderling,,0,,NL,n/a,n/a,,,,
1543,1543,Paulina Rubio,female,49,person,MX,n/a,n/a,Ciudad de México,n/a,,
1544,1544,Kurt Nilsen,male,41,person,NO,n/a,n/a,,,,
1545,1545,Sachet-Parampara,mixed,0,group,,Sydney,n/a,,,,
1546,1546,ILOVEMAKONNEN,male,31,person,US,n/a,n/a,Los Angeles,n/a,,
1547,1547,Russ splash,,0,,,,,,,,
1548,1548,Rasmus Seebach,male,40,person,DK,n/a,n/a,n/a,n/a,,
1549,1549,Citybois,,0,,,,,,,,
1550,1550,Jorge,,0,,,,,,,,
1551,1551,Chris MC,male,44,person,US,n/a,n/a,,,,
1552,1552,FÄIS,male,0,person,,,,,,,
1553,1553,KeBlack,male,0,person,,,,,,,
1554,1554,Columbine,mixed,6,group,FR,n/a,n/a,Rennes,n/a,,
1555,1555,Harry Nach,male,45,person,ES,n/a,n/a,Albacete,n/a,,
1556,1556,M.O,,0,,JP,n/a,n/a,,,,
1557,1557,YK Osiris,male,0,person,,Jacksonville,n/a,,,,
1558,1558,Federica Carta,female,21,person,IT,n/a,n/a,Rome,n/a,,
1559,1559,Shanti Dope,mixed,0,group,US,n/a,n/a,,,,
1560,1560,Leona Lewis,female,35,person,GB,n/a,n/a,n/a,n/a,,
1561,1561,Young Dolph,male,0,person,US,n/a,n/a,,,,
1562,1562,Manuel Medrano,male,32,person,CO,n/a,n/a,Cartagena,n/a,,
1563,1563,Monet192,male,23,person,,n/a,n/a,,,,
1564,1564,Bigflo & Oli,mixed,15,group,,Toulouse,n/a,Toulouse,n/a,,
1565,1565,chillwagon,,0,,,,,,,,
1566,1566,Jovanotti,male,53,person,IT,n/a,n/a,Rome,n/a,,
1567,1567,MC Ingryd,female,0,person,GB,n/a,n/a,,,,
1568,1568,Edin,male,0,person,DE,n/a,n/a,,,,
1569,1569,Shania Twain,female,54,person,CA,n/a,n/a,Windsor,n/a,,
1570,1570,London On Da Track,male,29,person,US,n/a,n/a,Atlanta,n/a,,
1571,1571,Saweetie,female,27,person,US,n/a,n/a,Hayward,n/a,,
1572,1572,Tarrus Riley,male,41,person,JM,n/a,n/a,n/a,The Bronx,,
1573,1573,Slimane,male,30,person,FR,n/a,n/a,Chelles,n/a,,
1574,1574,IU,female,27,person,KR,n/a,n/a,Seoul,n/a,,
1575,1575,Banx & Ranx,mixed,0,group,CA,n/a,n/a,,,,
1576,1576,Emelie Hollow,female,0,person,,,,,,,
1577,1577,S.Pri Noir,male,0,person,,,,,,,
1578,1578,Grupo Arranke,mixed,0,group,MX,n/a,n/a,,,,
1579,1579,Bruninho & Davi,mixed,11,group,BR,n/a,n/a,Campo Grande,n/a,,
1580,1580,Unge Ferrari,male,29,person,NO,n/a,n/a,Hamar,n/a,,
1581,1581,Kensington,mixed,15,group,NL,n/a,n/a,Utrecht,n/a,,
1582,1582,DJ Henrique da VK,,0,,,,,,,,
1583,1583,Pretty Sister,male,0,person,,Los Angeles,n/a,,,,
1584,1584,Disturbed,mixed,24,group,US,n/a,n/a,Chicago,n/a,,
1585,1585,Callejeros,mixed,25,group,AR,n/a,n/a,,,,
1586,1586,Sezen Aksu,female,66,person,TR,n/a,n/a,n/a,n/a,,
1587,1587,Hansie,,0,,,,,,,,
1588,1588,U2,mixed,44,group,IE,n/a,n/a,Dublin,n/a,,
1589,1589,Adel,,0,,,,,,,,
1590,1590,TOKYO’S REVENGE,,0,,,,,,,,
1591,1591,Café Tacvba,mixed,31,group,MX,n/a,n/a,Ciudad de México,n/a,,
1592,1592,Wincent Weiss,male,27,person,DE,n/a,n/a,Eutin,n/a,,
1593,1593,MYMP,mixed,17,group,PH,n/a,n/a,,,,
1594,1594,Chuck Berry,male,90,person,US,n/a,n/a,St. Louis,n/a,Wentzville,n/a
1595,1595,Murilo Huff,male,0,person,BR,n/a,n/a,,,,
1596,1596,Nadin Amizah,female,0,person,,,,,,,
1597,1597,Brett Eldredge,male,34,person,US,n/a,n/a,Paris,n/a,,
1598,1598,Drax Project,mixed,7,group,NZ,n/a,n/a,Wellington,n/a,,
1599,1599,Chimbala,male,29,person,DO,n/a,n/a,n/a,n/a,,
1600,1600,Ja Rule,male,44,person,,Saddle River,n/a,n/a,Queens,,
1601,1601,Ashafar,,0,,,,,,,,
1602,1602,Luny Tunes,mixed,19,group,DO,n/a,n/a,,,,
1603,1603,Tommy Boysen,male,0,person,CL,n/a,n/a,,,,
1604,1604,Miksu / Macloud,male,32,person,DE,n/a,n/a,Essen,n/a,,
1605,1605,Mc Gw,,0,,,,,,,,
1606,1606,Ralph Tresvant,male,52,person,US,n/a,n/a,n/a,Roxbury,,
1607,1607,88rising,mixed,4,group,,,,New York,n/a,,
1608,1608,King Khalil,male,0,person,DE,n/a,n/a,,,,
1609,1609,Jubin Nautiyal,male,0,person,IN,n/a,n/a,,,,
1610,1610,Fat Joe,male,49,person,US,n/a,n/a,n/a,The Bronx,,
1611,1611,The Norwegian Radio Orchestra,,74,,NO,n/a,n/a,,,,
1612,1612,R.K.M & Ken-Y,mixed,17,group,PR,n/a,n/a,,,,
1613,1613,Greg Willen,male,0,person,,,,,,,
1614,1614,Shelow Shaq,male,0,person,DO,n/a,n/a,,,,
1615,1615,Kahraman Deniz,,0,,,,,,,,
1616,1616,Moonstar88,mixed,21,group,PH,n/a,n/a,n/a,n/a,,
1617,1617,Lefa,male,34,person,FR,n/a,n/a,Paris,n/a,,
1618,1618,Remy Ma,female,40,person,US,n/a,n/a,n/a,Castle Hill,,
1619,1619,Jacob Forever,male,0,person,CU,n/a,n/a,,,,
1620,1620,Polimá Westcoast,male,0,person,CL,n/a,n/a,,,,
1621,1621,Skinz,male,0,person,DK,n/a,n/a,,,,
1622,1622,Mark Carpio,female,66,person,BO,n/a,n/a,,,,
1623,1623,InfaRed,,0,,NZ,n/a,n/a,,,,
1624,1624,Stard Ova,,0,,,,,,,,
1625,1625,Sapobully,,0,,,,,,,,
1626,1626,MC Vigary,male,41,person,KR,n/a,n/a,n/a,n/a,,
1627,1627,Da Baby,,0,,,,,,,,
1628,1628,Pablo López,male,36,person,ES,n/a,n/a,Málaga,n/a,,
1629,1629,257ers,mixed,0,group,DE,n/a,n/a,Essen,n/a,,
1630,1630,Illy,male,34,person,AU,n/a,n/a,Frankston,n/a,,
1631,1631,Saudi,male,24,person,ZA,n/a,n/a,n/a,Soweto,,
1632,1632,Faul & Wad Ad,mixed,0,group,,Paris,n/a,,,,
1633,1633,Tungevaag,,0,,,,,,,,
1634,1634,Anderson .Paak,male,34,person,US,n/a,n/a,Oxnard,n/a,,
1635,1635,Evaluna Montaner,female,22,person,VE,n/a,n/a,Caracas,n/a,,
1636,1636,Clara Mae,female,29,person,SE,n/a,n/a,Gävle,n/a,,
1637,1637,Mabel Matiz,male,34,person,TR,n/a,n/a,Mersin,n/a,,
1638,1638,Kidd Keo,,0,,,,,,,,
1639,1639,Jasmine Thompson,female,19,person,GB,n/a,n/a,London,n/a,,
1640,1640,Vianney,male,29,person,FR,n/a,n/a,Pau,n/a,,
1641,1641,Joker Bra,male,0,person,,,,,,,
1642,1642,Mozart La Para,male,32,person,DO,n/a,n/a,n/a,Los Mina,,
1643,1643,Pusha T,male,43,person,US,n/a,n/a,n/a,The Bronx,,
1644,1644,Thiaguinho MT,male,0,person,,,,,,,
1645,1645,Parampara Thakur,female,0,person,,,,,,,
1646,1646,GLK,,0,,,,,,,,
1647,1647,Kylie Minogue,female,52,person,AU,n/a,n/a,Melbourne,n/a,,
1648,1648,Andrelli,,0,,,,,,,,
1649,1649,El Profesor,,0,,,,,,,,
1650,1650,chiello_fsk,mixed,0,group,DE,n/a,n/a,Munich,n/a,,
1651,1651,Ovy On The Drums,male,0,person,CO,n/a,n/a,,,,
1652,1652,Jory Boy,male,34,person,PR,n/a,n/a,Carolina,n/a,,
1653,1653,Dj Guuga,male,0,person,US,n/a,n/a,,,,
1654,1654,Mithoon,male,34,person,IN,n/a,n/a,,,,
1655,1655,Møme,male,31,person,FR,n/a,n/a,Nice,n/a,,
1656,1656,ZieZie,male,0,person,,n/a,n/a,,,,
1657,1657,$hirak,male,26,person,NL,n/a,n/a,n/a,n/a,,
1658,1658,Mohombi,male,33,person,SE,n/a,n/a,Kinshasa,n/a,,
1659,1659,Jason Agel,male,0,person,US,n/a,n/a,,,,
1660,1660,DigDat,mixed,0,group,,n/a,n/a,,,,
1661,1661,Ardhito Pramono,male,25,person,,,,n/a,n/a,,
1662,1662,Fer Palacio,,0,,PL,n/a,n/a,,,,
1663,1663,Brandon Beal,male,36,person,US,n/a,n/a,Tyler,n/a,,
1664,1664,Fler,male,38,person,DE,n/a,n/a,,,,
1665,1665,Emma Heesters,female,24,person,,Amsterdam,n/a,,,,
1666,1666,Mura Masa,male,24,person,GB,n/a,n/a,n/a,n/a,,
1667,1667,kent,mixed,27,group,SE,n/a,n/a,Eskilstuna,n/a,Stockholm,n/a
1668,1668,Hight,,0,,,,,,,,
1669,1669,Moe Phoenix,male,0,person,,,,,,,
1670,1670,Merryn Jeann,female,0,person,,,,,,,
1671,1671,Ardian Bujupi,,29,,DE,n/a,n/a,n/a,n/a,,
1672,1672,Empress Of,female,0,person,US,n/a,n/a,,,,
1673,1673,Loote,mixed,5,group,,New York,n/a,,,,
1674,1674,Kalazh44,male,0,person,,Berlin,n/a,,,,
1675,1675,Florence + The Machine,mixed,13,group,GB,n/a,n/a,London,n/a,,
1676,1676,Jamie Foxx,male,52,person,US,n/a,n/a,n/a,n/a,,
1677,1677,T3R Elemento,mixed,0,group,MX,n/a,n/a,,,,
1678,1678,Wet Bed Gang,mixed,6,group,PT,n/a,n/a,,,,
1679,1679,6AM,mixed,27,group,,,,,,,
1680,1680,The Pøssy Project,mixed,45,group,GB,n/a,n/a,n/a,n/a,,
1681,1681,Bakermat,male,28,person,NL,n/a,n/a,,,,
1682,1682,4Keus,mixed,5,group,,,,La Courneuve,n/a,,
1683,1683,Yaviah,male,43,person,PR,n/a,n/a,San Juan,n/a,,
1684,1684,Yotuel,male,43,person,CU,n/a,n/a,La Habana,n/a,,
1685,1685,Mathieu Koss,male,0,person,,,,,,,
1686,1686,Latifah,female,0,person,NL,n/a,n/a,,,,
1687,1687,Dk 47,mixed,21,group,IT,n/a,n/a,,,,
1688,1688,Neev,,0,,,,,,,,
1689,1689,Edis,male,29,person,TR,n/a,n/a,London,n/a,,
1690,1690,CAZZETTE,mixed,9,group,SE,n/a,n/a,Stockholm,n/a,,
1691,1691,Bryan Adams,male,60,person,CA,n/a,n/a,Kingston,n/a,,
1692,1692,Revol,male,0,person,,,,,,,
1693,1693,Şanışer,male,32,person,TR,n/a,n/a,n/a,n/a,,
1694,1694,Mr. Polska,male,31,person,NL,n/a,n/a,Toruń,n/a,,
1695,1695,Luciana,female,47,person,,Los Angeles,n/a,London,n/a,,
1696,1696,Jake La Furia,male,41,person,IT,n/a,n/a,,,,
1697,1697,Gaullin,male,0,person,LT,n/a,n/a,,,,
1698,1698,João Bosco & Vinicius,mixed,26,group,BR,n/a,n/a,n/a,n/a,,
1699,1699,Gazzelle,male,30,person,IT,n/a,n/a,Rome,n/a,,
1700,1700,Tom Gregory,male,24,person,GB,n/a,n/a,n/a,n/a,,
1701,1701,SDP,mixed,21,group,DE,n/a,n/a,,,,
1702,1702,Jonas Esticado,male,0,person,,,,,,,
1703,1703,Ghetto,male,0,person,US,n/a,n/a,,,,
1704,1704,GoldLink,male,27,person,US,n/a,n/a,n/a,n/a,,
1705,1705,Darkiel,male,26,person,PR,n/a,n/a,Lares,n/a,,
1706,1706,Kojo Funds,male,0,person,,London,n/a,,,,
1707,1707,Maikel Delacalle,male,0,person,ES,n/a,n/a,,,,
1708,1708,Pixote,,0,,,,,,,,
1709,1709,Gorillaz,mixed,21,group,GB,n/a,n/a,n/a,n/a,,
1710,1710,KM,,0,,,,,,,,
1711,1711,reezy,male,0,person,US,n/a,n/a,,,,
1712,1712,Avine Vinny,male,31,person,BR,n/a,n/a,n/a,n/a,,
1713,1713,Alice Merton,female,26,person,CA,n/a,n/a,Frankfurt am Main,n/a,,
1714,1714,Eartha Kitt,female,81,person,US,n/a,n/a,North,n/a,,
1715,1715,Cleber & Cauan,mixed,10,group,BR,n/a,n/a,n/a,n/a,,
1716,1716,Shy Glizzy,male,27,person,US,n/a,n/a,n/a,n/a,,
1717,1717,Terror Jr,mixed,4,group,,,,,,,
1718,1718,Noyz Narcos,male,40,person,,Rome,n/a,Rome,n/a,,
1719,1719,mor ve ötesi,mixed,25,group,TR,n/a,n/a,Istanbul,n/a,,
1720,1720,Jaden,male,22,person,US,n/a,n/a,Malibu,n/a,,
1721,1721,DJ Cassula,,0,,,,,,,,
1722,1722,Gigolo Y La Exce,mixed,0,group,PR,n/a,n/a,,,,
1723,1723,BEGE,male,57,person,DE,n/a,n/a,Bad Salzuflen,n/a,,
1724,1724,Yall,mixed,12,group,,Barcelona,n/a,Barcelona,n/a,,
1725,1725,Merve Özbey,female,0,person,TR,n/a,n/a,,,,
1726,1726,Caifanes,mixed,33,group,MX,n/a,n/a,Ciudad de México,n/a,,
1727,1727,K27,male,0,person,SE,n/a,n/a,,,,
1728,1728,Mayday,mixed,0,group,,,,,,,
1729,1729,Dynho Alves,male,0,person,,n/a,n/a,,,,
1730,1730,Melek Mosso,female,0,person,TR,n/a,n/a,,,,
1731,1731,Sammy,male,64,person,US,n/a,n/a,n/a,Harlem,Beverly Hills,n/a
1732,1732,Alicia Keys,female,39,person,US,n/a,n/a,n/a,Manhattan,,
1733,1733,Lujipeka,male,0,person,FR,n/a,n/a,,,,
1734,1734,Tham Sway,,0,,,,,,,,
1735,1735,Lil Lano,male,0,person,DE,n/a,n/a,,,,
1736,1736,99 Percent,mixed,0,group,,,,,,,
1737,1737,XATAR,male,38,person,DE,n/a,n/a,n/a,n/a,,
1738,1738,Varun Dhawan,male,33,person,IN,n/a,n/a,n/a,n/a,,
1739,1739,Sleepy Hallow,,0,,,,,,,,
1740,1740,Blak,mixed,19,group,,Indianapolis,n/a,,,,
1741,1741,Sean Kingston,male,30,person,JM,n/a,n/a,Miami,n/a,,
1742,1742,Arsy Widianto,male,0,person,,Berlin,n/a,,,,
1743,1743,Paramore,mixed,18,group,US,n/a,n/a,Franklin,n/a,,
1744,1744,Daniel Everidge,male,0,person,,,,,,,
1745,1745,Gwen Stefani,female,50,person,,Beverly Hills,n/a,Fullerton,n/a,,
1746,1746,Petter,male,46,person,SE,n/a,n/a,,,,
1747,1747,Mark McCabe,male,33,person,,n/a,n/a,Forfar,n/a,,
1748,1748,Lucas & Steve,mixed,10,group,,,,Maastricht,n/a,,
1749,1749,Emila,,0,,,,,,,,
1750,1750,Philly Moré,,0,,,,,,,,
1751,1751,Dagny,female,30,person,NO,n/a,n/a,n/a,n/a,,
1752,1752,Lotto Boyzz,mixed,0,group,,Birmingham,n/a,,,,
1753,1753,Frans,male,21,person,SE,n/a,n/a,Ystad,n/a,,
1754,1754,Gabriela Richardson,female,0,person,,Barcelona,n/a,,,,
1755,1755,Deno,,0,,,,,,,,
1756,1756,Juicy Luicy,mixed,0,group,,,,,,,
1757,1757,Nando Reis,male,57,person,BR,n/a,n/a,São Paulo,n/a,,
1758,1758,Javier Rosas,,0,,,,,,,,
1759,1759,1.Cuz,,0,,,,,,,,
1760,1760,Marteria,male,37,person,DE,n/a,n/a,Rostock,n/a,,
1761,1761,Kranium,male,29,person,,n/a,Queens,Montego Bay,n/a,,
1762,1762,Amy Shark,female,34,person,AU,n/a,n/a,Gold Coast,n/a,,
1763,1763,B Young,male,25,person,,n/a,n/a,London,n/a,,
1764,1764,Kaliffa,male,0,person,SE,n/a,n/a,,,,
1765,1765,John Williams,male,88,person,US,n/a,n/a,n/a,n/a,,
1766,1766,Adje,male,37,person,NL,n/a,n/a,n/a,Amsterdam-Zuidoost,,
1767,1767,Krept & Konan,mixed,11,group,GB,n/a,n/a,,,,
1768,1768,Internet Money,mixed,0,group,,,,,,,
1769,1769,Reino Nordin,male,37,person,FI,n/a,n/a,,,,
1770,1770,Jidenna,male,35,person,US,n/a,n/a,Wisconsin Rapids,n/a,,
1771,1771,SRNO,male,27,person,GB,n/a,n/a,n/a,n/a,,
1772,1772,"Earth, Wind & Fire",mixed,51,group,US,n/a,n/a,Chicago,n/a,,
1773,1773,Leon Machère,male,0,person,,,,,,,
1774,1774,Tuğçe Kandemir,female,0,person,TR,n/a,n/a,,,,
1775,1775,Oriente,mixed,12,group,BR,n/a,n/a,Niterói,n/a,,
1776,1776,Wyclef Jean,male,50,person,,Saddle River,n/a,Croix-des-Bouquets,n/a,,
1777,1777,DELLAFUENTE,male,0,person,ES,n/a,n/a,,,,
1778,1778,Sarah Connor,female,40,person,DE,n/a,n/a,Delmenhorst,n/a,,
1779,1779,Vera Blue,female,26,person,AU,n/a,n/a,Forbes,n/a,,
1780,1780,Priceless,,0,,,,,,,,
1781,1781,Jay Wheeler,male,0,person,,,,,,,
1782,1782,Hayden James,male,0,person,AU,n/a,n/a,,,,
1783,1783,Will Heard,male,29,person,GB,n/a,n/a,London,n/a,,
1784,1784,Mc IG,male,0,person,BR,n/a,n/a,,,,
1785,1785,Nik Tendo,,0,,,,,,,,
1786,1786,James Reid,male,27,person,PH,n/a,n/a,Sydney,n/a,,
1787,1787,Shota Shimizu,male,31,person,JP,n/a,n/a,,,,
1788,1788,Mara Sattei,mixed,0,group,GB,n/a,n/a,,,,
1789,1789,CÉLINE,female,52,person,CA,n/a,n/a,Montreal,n/a,,
1790,1790,Isac Elliot,male,19,person,FI,n/a,n/a,,,,
1791,1791,The Rudeboyz,mixed,0,group,CO,n/a,n/a,,,,
1792,1792,Rex Orange County,male,22,person,,Grayshott,n/a,Haslemere,n/a,,
1793,1793,The Strumbellas,mixed,12,group,CA,n/a,n/a,Lindsay,n/a,,
1794,1794,Adel Tawil,male,41,person,DE,n/a,n/a,Berlin,n/a,,
1795,1795,CHO,,0,,,,,,,,
1796,1796,MC MM,male,0,person,BR,n/a,n/a,,,,
1797,1797,EXO,mixed,8,group,KR,n/a,n/a,Seoul,n/a,,
1798,1798,Choice,female,0,person,,Dallas,n/a,San Antonio,n/a,,
1799,1799,YEBBA,female,0,person,,,,n/a,n/a,,
1800,1800,Baby Rasta,male,0,person,PR,n/a,n/a,,,,
1801,1801,Popcaan,male,32,person,JM,n/a,n/a,n/a,n/a,,
1802,1802,Demarco Flamenco,,0,,,,,,,,
1803,1803,Medina,female,37,person,DK,n/a,n/a,n/a,n/a,,
1804,1804,Jefferson Moraes,,0,,,,,,,,
1805,1805,EO,male,0,person,US,n/a,n/a,,,,
1806,1806,KZ Tandingan,female,28,person,PH,n/a,n/a,n/a,n/a,,
1807,1807,iKON,mixed,29,group,AU,n/a,n/a,,,,
1808,1808,T-Pain,male,34,person,US,n/a,n/a,Tallahassee,n/a,,
1809,1809,Dolu Kadehi Ters Tut,mixed,6,group,TR,n/a,n/a,n/a,n/a,,
1810,1810,Benash,male,0,person,FR,n/a,n/a,,,,
1811,1811,Rod Stewart,male,75,person,GB,n/a,n/a,n/a,Highgate,,
1812,1812,Yovie Widianto,male,52,person,ID,n/a,n/a,Bandung,n/a,,
1813,1813,Edwin Luna y La Trakalosa de Monterrey,mixed,0,group,MX,n/a,n/a,,,,
1814,1814,Juris,female,42,person,PH,n/a,n/a,,,,
1815,1815,FELIX SANDMAN,male,21,person,SE,n/a,n/a,n/a,n/a,,
1816,1816,Jain,female,28,person,FR,n/a,n/a,Toulouse,n/a,,
1817,1817,Racoon,mixed,23,group,NL,n/a,n/a,n/a,n/a,,
1818,1818,Müslüm Gürses,male,59,person,TR,n/a,n/a,,,,
1819,1819,Foda C,male,0,person,FR,n/a,n/a,,,,
1820,1820,YFN Lucci,male,29,person,US,n/a,n/a,Atlanta,n/a,,
1821,1821,Annalisa,female,34,person,IT,n/a,n/a,n/a,n/a,,
1822,1822,KALIM,male,28,person,DE,n/a,n/a,Hamburg,n/a,,
1823,1823,Ceaese,male,0,person,CL,n/a,n/a,,,,
1824,1824,Route 94,male,27,person,,London,n/a,,,,
1825,1825,Arrhult,mixed,0,group,SE,n/a,n/a,n/a,n/a,,
1826,1826,Pinhani,mixed,0,group,TR,n/a,n/a,,,,
1827,1827,Jerome,male,0,person,,,,,,,
1828,1828,Jan-Rapowanie,male,22,person,,Kraków,n/a,Kraków,n/a,,
1829,1829,Jason Marvin,male,45,person,US,n/a,n/a,n/a,n/a,Los Angeles,n/a
1830,1830,Sena Şener,female,21,person,TR,n/a,n/a,n/a,n/a,,
1831,1831,Melissa,female,58,person,,n/a,n/a,n/a,n/a,,
1832,1832,Hit-Boy,male,33,person,US,n/a,n/a,Fontana,n/a,,
1833,1833,Egbert Rosa aka Haze,male,0,person,PR,n/a,n/a,,,,
1834,1834,No.1,mixed,0,group,,,,,,,
1835,1835,*NSYNC,mixed,25,group,US,n/a,n/a,Orlando,n/a,,
1836,1836,Budi Doremi,male,35,person,ID,n/a,n/a,Serang,n/a,,
1837,1837,Ink,mixed,14,group,AU,n/a,n/a,Sydney,n/a,,
1838,1838,Guy Sebastian,male,38,person,AU,n/a,n/a,Klang,n/a,,
1839,1839,Quintino,male,34,person,NL,n/a,n/a,,,,
1840,1840,Train,mixed,26,group,US,n/a,n/a,San Francisco,n/a,,
1841,1841,Walshy Fire,male,0,person,,Miami,n/a,n/a,n/a,,
1842,1842,Roman GianArthur,male,0,person,US,n/a,n/a,,,,
1843,1843,Naomi Scott,female,27,person,GB,n/a,n/a,London,n/a,,
1844,1844,Fabio Rovazzi,male,26,person,IT,n/a,n/a,Milan,n/a,,
1845,1845,Eason Chan,male,46,person,HK,n/a,n/a,,,,
1846,1846,Petri Nygård,male,45,person,FI,n/a,n/a,,,,
1847,1847,Armaan Malik,male,0,person,,,,,,,
1848,1848,Utopiko,,0,,,,,,,,
1849,1849,Yuri,female,56,person,MX,n/a,n/a,Veracruz,n/a,,
